,ethereum_address,ether_balance,unique_tokens,unique_transfers
260,0x917e920b4fb2d67c5ba3febb2fe0c96c725bf6a9,1511.34548062,26,1
261,0x28ab7eeab266a57939331e9f0d5a3bb2fbbce9b3,1487.08674715,34,2
262,0xc60fb2915ed44216589d91e229249a51ea5669a0,1162.5088077966666,28,2
263,0x24676fee7b06b4e16ca711ab502cf60250b70404,1213.0943796396944,53,2
264,0x3219b5065e35baa4003601b2576ff56d99c67d03,1408.8592483383547,91,43
265,0xf84ad3508e89158ea400206e9aa9e36fb2b7e8e0,1624.2290067196955,80,4
266,0x7c759fd8deac7b6009cbcfa58c8d2705886596f4,2000.9693319801854,71,13
267,0xfd41e3da6c11bb35139c6a7d8a7453e6fe4effb9,1135.765706543873,31,39
268,0xde135f3771a03e7bfde7d626fedc27f1474c82f6,1193.99,42,2
269,0xcb96aa665bbdf731c61f50bf333c1b4549c14757,10000.098670994,47,2
270,0x98eeb42dddf4df1d7da2ac3433609799ecef1ad6,1500.0,26,1
271,0x3c2d067fd26fd9f56ec1b41560ff744fdaf6acd3,17109.265789341,47,9
272,0x29a8f31b34e66b8c4661f084884138f46acc05e8,1057.9475218647617,33,14
273,0x2eded592ab1f5d8daa8512cafde3955154c141f8,2200.0140764109997,118,51
274,0xa907509113b86da5571ca74594e84124c6039f0a,1357.57,12,1
275,0x05348e9ed9037d7c17492d4517760aad0719d27a,10008.828642857301,55,17
276,0x6de1adaf74a29febe5d9bbb4d65abe93bea99d13,3400.526728987778,40,2
277,0xfe5fb84cfe723f6c809e4a0e02212e955217e2b0,9790.786512803219,57,2
278,0x8d238e036596987643d73173c37b0ad06055b96c,2089.724,37,2
279,0xe05b46121ef2a37d9526fecb6ccdfba79928d606,1008.73623005,52,16
280,0x107f557a83a2ae55ba9e1159fb870b9c1b5c8c0f,2069.135640987778,45,2
281,0x2ddbeedb4d93f4fcba90ad6063864f1c0efd6c4a,7480.086986132973,61,2
282,0xd625ec47928aa9fdf2a5ca4f9ebb82e6f631c239,1001.8742096163814,23,10
283,0x1233ac400325b346b2ad9c2e6a43b1bc650c06d2,1006.0358764943392,51,2
284,0xbf3aeb96e164ae67e763d9e050ff124e7c3fdd28,187068.19559000002,94,3
285,0x4f75c08f6bdece931b705df23f0837e329cd6d91,1000.0985589999999,22,1
286,0x959d019463b843ae70565e6658cef28253580256,1241.3068372098567,46,3
287,0x8c6f9f4e5b7ae276bf58497bd7bf2a7d25245f64,1028.98807585,42,2
288,0x3ab6a1687c1205cd9da74f079c84deb3369a6124,16055.177559,53,2
289,0xd395af947a14732a03f3e9538ff549e660c951aa,1260.6969991,16,3
290,0x244ee547bf928cf21f7e101ca0138cbbd9853f52,4000.9984628077777,45,2
291,0xd8d1d48230f3ae71b0fe00846d3903dc13a21344,10082.74592665,52,2
292,0xd20b5f26bebfcd6e556a6d3689e95e026cbf6692,1238.4639150188827,48,3
293,0xf48c9c8c7fe5b36ba0b83761cdc22626c4ebba5e,5641.191611675,30,2
294,0x0402e3499c80399ca40ef0dafd98f2db6a15300a,1372.15833487345,49,22
295,0xb3e84b6c6409826dc45432b655d8c9489a14a0d7,1500.6722327688879,63,3
296,0x40e0b81b03b65b540a4daecccf80278d7ac7f28b,1215.3201685127779,43,2
297,0x49f032b44ec00f3b064cc3d9571b0def5a013a76,9587.008,27,1
298,0x525fc5d4fca3bac67b150cd7821816dccf4471b7,8351.858861727,79,4
299,0x4af5bfbbf66f8542edc76a2024d5b1bb32d7c5ec,2966.421502852948,80,25
300,0x2a4331b02ca0630b5f0c68ecb3e1732866864cc7,1834.7999547707998,15,1
301,0xfc8bd5408d04cd82465f929d37d8279f464e8d8f,2000.049148483818,37,2
302,0xad9095278d0b235a6c658ef99ccd97ef3d0bb473,1220.0983199999998,43,3
303,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,2706.1981060314365,143,35
304,0x3a3e2b5926fdc6efbcc73b15b722d5584198e4b6,1789.9640325799999,39,2
305,0xd9e10921567e2f42bbb7deadaac5bb2f1ba6be4a,3065.5904749106558,60,2
306,0x924efa6db595b79313277e88319625076b580a10,2000.0,34,2
307,0xd02eaeb34ab03d4a8464df03bfd79e2c7c3a35a7,1809.949140905564,35,2
308,0xff72769fa579eeae7f217e4ed9d2a2d16c1f7ea4,1018.3207649999999,42,2
309,0xe955bdca2d834e2dd49239f5273dd2ccc929d2f0,1000.989559,31,2
310,0x550d74e4f43d447ba104662f44bdb47036c0d2c9,14038.58689312927,108,14
311,0x889087f66ff284f8b5efbd29493b706733ab1447,2487.219554,51,2
312,0x29c3d618afa9a0347615f11d93d59365a3e05cf9,1001.993326048,31,2
313,0xbee3b35f97377dd3fac763a3f7443b4b442117be,1884.0,45,2
314,0x0830c8f18aba35703829971a9b3ede468b6c73dc,5040.483434675777,56,2
315,0x2f96212bbad1120c56cefedec2826dc771547c09,9620.391191714762,46,2
316,0x999d1ce359692aebc26cd969a31d47d150128600,3318.513849739974,94,3
317,0x0eba3894926d9621c2e1c71a0252ac74421f764a,1059.58314153,25,1
318,0x614ed36df4e7178d1494bc6d8912b463decc572f,1018.725131708407,38,2
319,0x550553bfca0bf6086978521f0d5773b9bc1d6549,5200.975541337143,54,2
