,ethereum_address,ether_balance,unique_tokens,unique_transfers,mined_blocks
175,0x3f04ed56e840d6f6805a2c73ea0e1d276fb26bcc,155.61407351177778,60,22,0
176,0xb7f1498898d70685851b5331f64bf26215f00415,1483.320249271442,84,14,0
177,0x0183218c7c8228c490800bea9ff8747f44a20929,203.7122139040867,52,16,0
178,0x064eb879d95eb6785de34e2758949609b1d870cb,6408.007951558243,59,2,0
179,0xbcf8cf9055ee8f904d0d8ce0e8ee0bf6d4a58633,15000.684802295695,92,49,0
180,0xa0088a1200c9c3235db085fd7ba0d63d2e8f1c70,100.00064946428856,57,27,0
181,0xdc250d12a337dd9e81726c4af5cdb157a225bd41,458.6312202955564,53,12,0
182,0x07f0eb0c571b6cfd90d17b5de2cc51112fb95915,330.24966751159457,139,1593,0
183,0x35ff9031a7edc9cc78e8bd6f027e8e41c5be73d0,9397.06049172201,58,4,0
184,0x765ad3ff78415831d9c69dee1cd5d56d09736adc,126.62188952402002,53,18,0
185,0xf977814e90da44bfa03b6295a0616a897441acec,653775.6759921493,137,62,0
186,0x21346283a31a5ad10fa64377e77a8900ac12d469,70000.0379405257,66,3,0
187,0xb8bf80bcc315e0e2ef52da8a7a09efaea274f849,183.56800094544255,49,42,0
188,0x0ef85b49d08a75198692914eddb4b22cf5fa4450,1152.793364,49,2,0
189,0x9847e8edf58304adc617510c71ba33f431eca73d,193.01636870925435,50,23,0
190,0xfd7ee26878ce01301914b9e2f02059f2f2943895,3500.0,46,2,0
191,0x095718762a36548710afde4e2fe81bbb9ff58483,479.60558429184624,56,14,0
192,0xf131fce10896761334ab338ed9b5af64122b4297,179.31428468024177,59,106,0
193,0xce1bacceed3f01942e4438d2595460f6b75414c8,5413.998971,52,2,0
194,0x0ea2a210312b3e867ee0d1cc682ce1d666f18ed5,9364.496009051343,60,2,0
195,0x4b068fe2cee007a48db70b28047470ded49d6aba,41040.33589787,76,2,0
196,0x1b3cb81e51011b549d78bf720b0d924ac763a7c2,560000.000065,160,4,0
197,0xb62e27446079c2f2575c79274cd905bf1e1e4edb,409.32491901753684,54,7,0
198,0xa9b4b45a86a8ee881a60e5691ce3dd7ee878290d,2000.0820556307785,50,3,0
199,0xb3226e4a2b0b78bc78d5f21047f54ab6890a64aa,969.6640138025957,112,17,0
200,0x394132600f4155e07f4d45bc3eb8d9fb72dcd784,731.5149276759356,86,7,0
201,0x00957be4fde4bf905733d51384be57927e11ab20,5820.891058255,51,2,0
202,0x7d5e2f114def31ff17bcb330a25f956f3f5458bf,495.34424703266575,67,59,0
203,0x68b6854788a7c6496cdbf5f84b9ec5ef392b78bb,2432.85629734,58,3,0
204,0x532d90e829680721a2edb4cdb072ec45dab1333c,50000.221559,72,2,0
205,0xbff3f531e6301d84a884be362aef4b0394e79388,1400.05078955,48,2,0
206,0xb9c764114c5619a95d7f232594e3b8dddf95b9cf,2162.3280180611623,59,11793,0
207,0xe8e8f41ed29e46f34e206d7d2a7d6f735a3ff2cb,40515.98706440981,106,19,0
208,0x2905a0393342f45df5763835e9d4aaf2b4c87d79,20299.296693138975,76,2,0
209,0x88884e35d7006ae84efef09ee6bc6a43dd8e2bb8,1462.0514225435327,111,16,0
210,0x926fc576b7facf6ae2d08ee2d4734c134a743988,245.98036175739995,51,3,0
211,0x6cf0569bf06069e27fca1ff3d6cb398116f0a097,3138.3116901027997,148,15,0
212,0x792d8cde8624fd02185328b426a0b9e9b8a1a25f,663.8003270925622,131,21,1167990
213,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,2767.2589642770417,168,35,0
214,0x655996746cba6e46f9fbe91a34df3cf3c2be9823,272.6082848266465,71,8,0
215,0x70265950add51748aa041de8accce6747507adce,217.2550952685935,67,42,0
216,0xdecaf9cd2367cdbb726e904cd6397edfcae6068d,271.15682391240244,547,118,0
217,0x15c19e6c203e2c34d1edfb26626bfc4f65ef96f0,2999.998278,58,3,0
218,0xd9b783d31d32adc50fa3eacaa15d92b568eaeb47,6385.0642157174,65,2,0
219,0x6019dba2406a9bdda24174124097f4d0ec1a0388,1020.3579182405174,125,6,0
220,0x66412fec63ac4e13d96a153b667f6d993fd717e8,33724.96924738,53,3,0
221,0x21a6db6527467bc6dad54bc16e9fe2953b6794ed,14000.0,51,2,0
222,0x6750adbb477d0310f395da2ad93abe4b9bfd1c87,1605.813714641445,121,22,0
223,0xb3a2d64ad6af8ca313ebd82eb5d565a2c3ce226d,3175.70055876106,48,7,0
224,0x03fea254cfa7434004e8d495725bcbb7ccc40454,194.59671414659442,222,94,0
225,0x44b3e0d239dee0120ebac141408c449a475515e4,126.78048374610697,73,6,0
226,0xe343633bf1077f152815ea689877f0c545f73490,390.556198187226,129,19,0
227,0x598671ec039e2a83715d7779222039edddf210ad,528.4555208030479,118,25,0
228,0x2ecd81e43c1f66185446f4af7dfeaa6aae249f55,569.3391357135148,79,26,0
229,0xbdcee87119265fc0ec27a3113efc3fbbb90d4d7b,3490.9690069938397,53,36,0
230,0xdad42a0204d4a214c44969290b58ffff904322eb,10294.619359999999,55,2,0
231,0x2fd56159f4c8664a1de5c75e430338cfa58cd5b9,98700.025600846,87,2,0
232,0x6f296f0b115ad5910c482672294a496678865565,122.97492115992249,85,18,0
233,0xb5961b49d40d53203c7388d47531acd1abfd59b8,1446.1173476610543,46,2,0
234,0xfa453aec042a837e4aebbadab9d4e25b15fad69d,1261.6478559901116,49,3715,0
235,0x21dbdb817a0d8404c6bdd61504374e9c43c9210e,9999.901343091,58,2,0
236,0x7f83cbbdc10797f704d75c69b141381f805b8be5,140.1042043722844,61,5,0
237,0xd2f198ee8254b63a84e879f34955b9eae07eecf0,928.3757699469442,58,6,0
238,0xfe5fb84cfe723f6c809e4a0e02212e955217e2b0,9790.786512803219,57,2,0
239,0x44a3d758c2a42d421a69d1dfe76b511112fff68b,252.67587204790925,109,6,0
240,0x0adf1f3dfa6e9c2136f0d3b46da357c72ddb5747,13797.415559,59,2,0
241,0x0a4c79ce84202b03e95b7a692e5d728d83c44c76,254248.45391694,123,3,0
242,0x1921e3d8e32d84e05d4aaa2f805bb8538b7954bc,1750.0353364577916,77,12,0
243,0x7c75553baf7859e99c90656ea12c61c0670176e0,2045.4055870440554,59,4,0
244,0xbc8e9014c8f4fa46e9554089066e28ac069630fd,758.3686349999999,46,2,0
245,0x7a7a4f807357a4bbe68e1aa806393210c411ccb3,16624.986855643245,61,2,0
246,0x05a479d8b3c72821d41a9c802a492a832582d2c8,8954.252778940001,55,2,0
247,0x7c9c7acef3273f696cc6eeab621e7429e349d7d6,1015.205442945465,57,29,0
248,0x04d057713050e9adff362a4529052312d06924ce,699.97186816,63,3,0
249,0x2a506bb610f811810c264196af8615d30675bb3a,424.001122586,50,3,0
250,0x79b91d213e019c62e6d1ef87c2e6e9fd07320373,22088.43704875407,83,4,0
251,0x1f8f279d3ccb4b982d664ed0d3ef0d3c243c2df1,197.8464018606736,50,12,0
252,0xa429de9ff8a825d06d672332f3fcba962e6b14b2,100.21866483829547,77,7,0
253,0xd3d69228cb2292f933572399593617f574c70eb1,20001.91858076,55,2,0
254,0x243740bd89740a8308d050173ba2d906156fcac8,2979.26313699528,46,5,0
255,0x431c75744e4514885712f80e92de945cc047d892,660.3865295979999,75,29,0
256,0x4cb641a28918351d062f2758aedc8ca5f31a9a98,6375.00341065,52,2,0
257,0xdc703a5f3794c84d6cb3544918cae14a35c3bd4f,1051.517886179979,63,5,0
258,0x28800b3df0ff4eb76809b17b75f43060b7256279,30726.3820733069,69,2,0
259,0xbe1e29804d75533908ff0d49286dccb1eb90a480,1699.35588093,77,6,0
260,0xea298fd724d4e7c74cedc6704d81672704a2317f,100.22530819427277,89,108,0
261,0x7aa12eef14db55884ab2fe0d097e0064ef7a8eca,123.92237997958865,164,2341,0
262,0x4af5bfbbf66f8542edc76a2024d5b1bb32d7c5ec,2966.421502852948,80,25,0
263,0xc6bfce8cead4ecc595ba227b9527afa914dd8183,2162.760112133887,59,20,0
264,0xac9fff68c61b011efbecf038ed72db97bb9e7281,4167.876921147,53,2,0
265,0x3ec6732676db7996c1b34e64b0503f941025cb63,156.32829227188014,238,120,0
266,0x4e83362442b8d1bec281594cea3050c8eb01311c,117.16284439895384,67,228,0
267,0xb157ba30e3467ddbc844f14f02b4ba741f1d549f,116.88917664723337,53,3,0
268,0x9b253d1d4269abe71a65e43a8b3e60e45762569b,1069.6898871328474,69,12,0
269,0x5e7d449c2713c0a22a148c4e064e952580899f5e,5920.999159999999,50,2,0
270,0x2e7fab465860c3951df591c5726003522fbfec0a,392.78846218877777,63,24,0
271,0x7891b20c690605f4e370d6944c8a5dbfac5a451c,2939.795858277752,229,2767,0
272,0x3c59622c2a9d9a098e7bbb20d08ed4e02c145d0d,450.5491236786604,46,3,0
273,0x0e5733e797e3f7f21328876888cf1c4520d77ace,683.7983700285556,49,6,0
274,0xd88af13b88c0fc0e91eadd64178d6ac1d8944dfc,6623.99244,54,2,0
275,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,853.2667762359346,144,26503,0
276,0xe3031c1bfaa7825813c562cbdcc69d96fcad2087,2446.039644356026,246,16781,0
277,0x4ffe6918a7c7cafe4be6e24a43d3b1c9ed2289e1,1192.65539488217,90,13,0
278,0x7ac922626f6e8024052efbbe5dd2b96efd9f3830,1250.9723705809947,67,3,0
279,0xcd59f3dde77e09940befb6ee58031965cae7a336,10000.0,49,2,0
280,0x9c5254d935cf85bb7bebdd8558d3b11cd27a387d,971.3024585859241,49,2,0
281,0xf837d6f3175f9df73772fba356f31479e67c1735,187.10513975797193,111,11737,0
282,0x15f805ddb596b89d08b0f09389d1bbdd43f17593,233.35362883427698,52,4,0
283,0x4b1117f5a39a1001cd0a19bc926e1765fbf3f346,149.48656002388785,143,20,0
284,0xa55dae47b48a96cf4d714ebe95a71d9ea67d75d1,301.0360598220519,87,12,0
285,0x16069128531cc8c3a6f60720ef06ecfad9823a92,533.5986659557885,61,8,0
286,0xcd5b1e9a0db0a31f7c46fe2e4a3d204e61f6dfc1,1044.751652688451,86,41,0
287,0xe853c56864a2ebe4576a807d26fdc4a0ada51919,463597.6169325696,172,4,0
288,0xb33cc3147d70ce2af31b2b90411bd6333eea0ea7,139.61172441033165,60,282,0
289,0xf646cbe3b030fb6c2569215f0117dba58badb95e,1686.5448569209661,91,11,0
290,0xcd4f38d5f5d71a2daac841f2c68721a96ad09916,200.83778926512107,80,20,0
291,0x5861b8446a2f6e19a067874c133f04c578928727,240.24702877885235,63,3,0
292,0xb5ab08d153218c1a6a5318b14eeb92df0fb168d6,135283.67678600777,117,3,0
293,0xcf40d0d2b44f2b66e07cace1372ca42b73cf21a3,7842.486157098472,56,48089,0
294,0xe7c62c86502c32f8ab2318bc72ef64eeb8a8d491,600.5067755758821,74,49,0
295,0x9735596190a16145f256b993e29a58054e0c7b3a,289.84013007373454,55,23,0
296,0x608bb9adf9cdf81985a497a88cc6e6f93c392cd8,1968.821518833448,90,6,0
297,0xf2d4766ad705e3a5c9ba5b0436b473085f82f82f,4344.265859885388,103,477,0
298,0xe386e3372e3d316ae063af50c38704ec6fba5149,6201.453890284875,385,34665,0
299,0x71d149141329ed4cb2ec30a572e7496c7f4dff4d,1000.6358044680001,57,9,0
300,0xb303da500f837d75c815e841493491b9d24771fa,4343.071911532778,56,2,0
301,0x29aef48de8c9fbad4b9e4ca970797a5533eb722d,10000.0,49,2,0
302,0x27c321d3c27fbc19b25c38beee20a63a6b2f738a,2000.479989171,71,3,0
303,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,6922241.068096887,151,51,0
304,0x08a167b7e9cd4789c47d5da969126527d29c2afe,109.47475820640969,84,18,0
305,0x41f546d659dee7a37186ffc86bc918e8dd1d3c51,14944.834659,55,2,0
306,0xd1b5d5ef07e7c2640de7ec6bb144176c7825f38b,3407.3808120544854,46,2,0
307,0x6742efe2c3fd15af1418c99da23b535bdbb4b83e,9731.75,51,2,0
