,ethereum_address,ether_balance,unique_tokens,unique_transfers,mined_blocks
4174,0xcbc029c1ed542844bc4968cf6bb40503e3492aa4,104.29272654629095,2,1,0
4175,0x100f8e8f3e8f9c3040e80abb2b207352f2014f53,110.51980114997704,2,1,0
4176,0x3f7c362c739d5f6049472576f803836eba5e5e4e,150.18526101400002,2,1,0
4177,0xf976c723d64b88fa9807379a26a8e883d5f4a36e,208.99934900000002,2,1,0
4178,0xc54c37ab11faff501c4b56abe9286af5a64ff26a,633.9001223500001,2,1,0
4179,0x446e9f7be049f02cdf498012bdfa8549eed96357,119.9171363895884,2,1,0
4180,0x53083cd5eade89f7a6b7b8beb0c1092c9e5da7db,216.22904232,2,1,0
4181,0xfad725d2445c34a574fdd4b7c3ac68a72f8d8c92,103.498,2,1,0
4182,0xc093dfcc2cbc4e9488589b7c2245a7f1da043389,171.59378494999999,2,1,0
4183,0x40c57c8974b3d2bbd8472d264803ae819d12bdff,1053.075,2,1,0
4184,0xf88f82855fc32a5a31cb971286738697b6afa92c,199.46362271127876,2,1,0
4185,0x7ba178b87c5923161eb5036ca660f397089e5d2f,121.616123558,2,1,0
4186,0x56b5fd035d5b756d51dc82881ffc8390c4a8900d,1253.4438354200001,2,1,0
4187,0xed74f43e10e6b873d69570aef9b82226005a1883,101.50092781,2,1,0
4188,0xf2a7d3990290842d402e9f5b1785d468d0e8fe78,380.7202937,2,1,0
4189,0x51f09abc05c2e77b575d7f462fef7293526a56c4,500.171383766,2,1,0
4190,0xbbc9a3daa1e5a038b1f88f8df859681c6533d631,117.2833613,2,1,0
4191,0x6f4dc890674e584e124bee670809bf744087d144,138.77253228715898,2,1,0
4192,0x758506a2fbe3233f561874c9ef4a07c48a577fcd,373.89885685999997,2,1,0
4193,0x51c1a36f7c2bb364bc9d9410e7b961b7a6fde5c6,500.72187770692994,2,1,0
4194,0xaa7ad2f38a40e3ca5c6d58c67b7a911e37f127c7,136.11567032000002,2,1,0
4195,0xc564e3d8876828592e7a62cf78e3d4265cdf0985,2370.0719559,2,1,0
4196,0x50912201684cc731d01bd482702d8ea06d5dc448,151.0000459,2,1,0
4197,0x37ab558f0305fa343e2bbd36ec3ef783a4ac41be,865.3668379298533,2,1,0
4198,0xc249c0fc4f7283d4a58c57d8fb0cf5f126ae4ead,150.0,2,1,0
4199,0xe4d3898410e3de8858d2d348844a179852d88c72,246.6205802968687,2,1,0
4200,0x6b032bc79811cfae9d30d19c9fcde27e62804d33,509.99989681777777,2,1,0
4201,0xc0f939a2ba5413d7b9c584daba1efa44da038f75,179.99974799999998,2,1,0
4202,0x61200384f33b6c83e9d07ff3d467b30857a6c83d,105.164356,2,1,0
4203,0xfe4d19fdbf088f908857305cf645fd3ae2cce349,147.488328882825,2,1,0
4204,0x3540630bd50ca4985ed8790196a55af5f2b5fff2,300.0,2,1,0
4205,0x02faeca63e04b744bd66c7adb45b908edba3a9d8,104.942658408,2,1,0
4206,0x29e996becd0efab11378d8a3a7c701dbc1090cb3,209.7361641864735,2,1,0
4207,0x1bb8f6412aea0704a4f8b0f71f6a149dce5e2818,345.14879938,2,1,0
4208,0xf5e502cba0ab8120d8427ded75ce5a95b72beb12,1369.997,2,1,0
4209,0x7cbe24dbe2984191da3c6e4e92e73681c5119692,760.78999369,2,1,0
4210,0xa7e8cad672f4469aaa9e5deef39d7db65a88a551,110.84010183999999,2,1,0
4211,0x380cbce023b06de3c23959ae5acda8a11d1a2650,624.8543537720254,2,1,0
4212,0x4e0b5f2fd8862986215cd8675cd080d7ec547041,180.02,2,1,0
4213,0xe4749acb20fd56857d30457c33c98e1210cac4c9,303.34685943670615,2,6,0
4214,0x010822e62971e63c1e95dbb62c761279c9799e1f,101.6365904018132,2,34,0
4215,0x78ccc582c0485e49b36753c42e34bcada32113e0,116.104875645,2,1,0
4216,0x9af78cda2675037f0b3a889d42b48f7123477ebc,238.84472461963833,2,880,0
4217,0x720130617a1a373c7ff46e08347158c506ebe7f5,500.0,2,1,0
4218,0xbbe456fcf428e940bfd39539fcc581a0ed69c877,466.99971143,2,1,0
4219,0x1c04271b7f4fcd8fb89ad1f79dd99b9af70db429,191.43704037,2,1,0
4220,0x9fe073e4db93881b829d6c1953cefbec98336951,147.21997837903447,2,1,0
4221,0x6fbaf7f9a916b0eb82a937001352f25a8b9a511d,100.014731,2,1,0
4222,0x4ebf5cfcf9b973bb971d3ff63eb5e8acc703ccf6,499.899874,2,1,0
4223,0x49be3ac30e142cd7b99316e9e846f67e00c16d97,348.54753616,2,1,0
4224,0x7550bbbd07df5f5d9557fb67991a530b030ba47a,4900.991854319738,2,1,0
4225,0x2b5037cd4ec25a4f1695f06b02150cd33f6376a0,115.05753290000001,2,1,0
4226,0x674c5d9e271488bdfa387f520c537b273b5ad949,213.37571795399998,2,1,0
4227,0xc3afbaac4abc7191cd572e54e56e978693439cb3,108.7696485,2,1,0
4228,0xbde725fb2438d6f11f9237ce8b0832f0e665d3ce,128.26328488000001,2,1,0
4229,0x94da56ce26623be06c65a15edbf3d5d707b4fc86,142.26308786087625,2,1,0
4230,0xaec0650ab06930e84011da843f60414d4b6c67b9,500.0,2,1,0
4231,0x3fef3a3263f9effc6a1e412a150fe178f70f2a33,323.99597620000225,2,1,0
4232,0xe30ac9e46c95a0abc20e43f3f2a1e9ca48a6d6ad,156.79802780412632,2,1,0
4233,0xb0be01d154a0a9f6086691d73007f66ed5a057ee,500.0,2,1,0
4234,0x6fce0f97eec244d65668d512016929b070e36782,401.754641954,2,1,0
4235,0x90bc7eeb45a7711585e5c91b51a2e968fe338b0e,250.894698321,2,1,0
4236,0xa7e0d847e0b3b552c11de1a59ca24b39d230d2fc,181.01,2,1,0
4237,0x32fc5a87a24301739ae78a4e894c810a9e4ae4ea,106.32673845000001,2,1,0
4238,0xdda7203d60393693a54c72ce5608286155ad07e8,100.02446229997624,2,1,0
4239,0xa79d4fc0892842937ea97503f028ef4b4a00625c,199.025085822,2,1,0
4240,0x580ad87ba50f3e8630364b48a274f7d492d7ea8f,318.2088854082312,2,1,0
4241,0xa7dc865fc1137d680786810a2690d957f47a78f0,100.311139,2,1,0
4242,0xc6b94ef4d1641402a74be1e0531cf57645e4f383,251.09550000000002,2,1,0
4243,0x262697f28a24155841fb4cba451c816f60a8c6de,277.9997375,2,1,0
4244,0x63ab949c4d235ca15f377899d8101a41eb7cbd84,655.0,2,1,0
4245,0x2f788d7c975d282fa6bb07c35e1de91628354e60,135.091921238,2,1,0
4246,0x311044f9cdcd447f1a15ff32810c36255f61d361,104.77776209688354,2,1,0
4247,0x4fa6eefbbd176377f35f6abf06cc71d649aac40f,262.0545868465,2,1,0
4248,0x1c1dab33da060aaa46517b45b306dc5b8b7e61bc,113.086028636,2,8,0
4249,0xe217e6a764484bc477c1b041cfbf76733790d2f1,136.000737394271,2,1,0
4250,0x334a9862ca8afeba2474541c515b52712ec24f25,314.06027567,2,1,0
4251,0xca4e70c35b11fa75dea9321d5fef6cf9871255e6,100.00114,2,1,0
4252,0xd08b6cd2b6ba0738cc892cea8f817fb4d45c6bbf,350.41383277899996,2,3,0
4253,0xc49caf8c278c4bc7909419e368b3d76777f5b9d0,185.7831646,2,1,0
4254,0x346e91a61f4d72186c22cf5823f95ca453c8ed4c,122.10308507760143,2,1,0
4255,0xa46a321133bd007fc0c5396b1de8bf83579b0fc6,196.8122317215214,2,1,0
4256,0xafe5cb4722712ab9a9be63f890f06a709e88598d,2511.0859748000003,2,1,0
4257,0x095f0f2eafa3b6218e1d7ed1f6d877bad1a3edae,271.9340787845133,2,1,0
4258,0x8e2e2fc2e2547937674352b1b5242dd8ac9e2790,191.75597131,2,1,0
4259,0x443a881775037152334d05baf073d259b79b770c,786.2,2,4,0
4260,0xf7c4f2c404ec0adcf83a04caa5980a567584603b,100.095,2,1,0
4261,0xaff6bceded11d06b5f554d58d4ab3525fac0284b,3439.8450387258677,2,1,0
4262,0xf16d29f678ccd3465ce864ee2b72ae3b88b448fa,180.70414371,2,1,0
4263,0xe7e42a4e92aa68d7bf22794a80be279f0512ab44,105.06107195,2,1,0
4264,0x7dd3e4561e074412fedd81e7509f33a9abdbd450,329.9084262854813,2,1,0
4265,0x0d0b6996ea34a0cd1750d3563af0518725521e57,436.81355120368505,2,1,0
4266,0x36a1eb51af53cacb6ea192eace60485e48e7b8c3,450.0,2,1,0
4267,0xdf2e8a7df4beeb260d79b1944b89c7d6278d8552,171.9224954833694,2,1,0
4268,0xb51ee1bd1d2acb9648e4af767f61d4cb6a8d3b1a,500.0,2,1,0
4269,0xac4b998eaa5abc67c8da8117164bf5f31537b228,700.008968,2,1,0
4270,0x51ac2a5c913491296b1d8d3feed3eccb32ed49ad,400.0,2,1,0
4271,0x5c503758ed44f9f5152f9ce9bd6845fa93f197c1,400.0,2,1,0
4272,0x7a232a6d352c7aea10ebeb26d8b7ff0d979edf8b,270.2,2,1,0
4273,0x23e4c7da6fa3b426ed5f6898483b8e143ed10059,224.416353784,2,1,0
4274,0x11d4bed983fce963f3f84011d54ba39eeac67364,100.16007900000001,2,1,0
4275,0x8f1cf9f5fc6be050f72fe4a832ca61ee01ad1f45,199.90974874,2,1,0
4276,0x18479f131bb0dbf97f80879b5e052637bb6bdfe0,300.0,2,1,0
4277,0xb1f8e3a250c66406d599737011f2c4ff0cc79487,192.55769231000002,2,1,0
4278,0x00e8a72a3d816b64d0b7f9341725a45e55fa4334,513.3333333300001,2,2,0
4279,0x4e423ffa9e8007af15f8be0170c0b113c2f1fa75,168.685347944,2,1,0
4280,0x9d420330343f817817589a5c721c38bc7698e5a0,433.3327859652473,2,1,0
4281,0x12d609eb1e15c5d4600c0dba3811a0469643e3b0,211.1619130734837,2,1,0
4282,0x78dc12be4e6acb94fe7c3be610632a0e0be68576,234.75769209999999,2,1,0
4283,0xa053020df1745cea3c3db7045fa6a4dba862d9f6,250.18265,2,1,0
4284,0x574226d249225d063a6850b501525e828feebd3b,377.1648685592408,2,1,0
4285,0x7f273ce0531b39da0ae17ca26dad61d46fe36663,125.1412538,2,1,0
4286,0x6f7db28914b5ce8b8922cc291e2627b321c13c3b,107.1961572908912,2,2,0
4287,0x06fe6fdfcac1994916bdd0d6a830941ad74fd096,159.52190171712516,2,1,0
4288,0xb37fa2f4702c5fac07d3dd7e2e3f7470763fda21,190.02959181,2,1,0
4289,0xddfa815ec0e58b84c815027a929b3a8c710c4131,192.98094309831365,2,1,0
4290,0x206128e6b50bdac60c5c1f79b411f51480b01dee,127.0,2,1,0
4291,0xf333e3734cfd0011085fde4b3d48e4c0181984fd,735.0208620793509,2,1,0
4292,0x2b4ae062f0d263e4c21edb278f3b1689e41fc313,243.40378281,2,1,0
4293,0x943b99a49f616751cc24a8b9e716165ab967fde7,200.0,2,1,0
4294,0xcf4684c9a5bad95ab64836f8947af207f4703843,285.3289657019012,2,5,0
4295,0x861190c25d89cc7213bea131651efbfc135b3906,129.61691987343826,2,1,0
4296,0xb9a38b90d6bd0cce70b30460ce045e7bda520059,101.0,2,1,0
4297,0x702f454c2e993fbe32ac75353315c58234f3a868,156.984817,2,1,0
4298,0xeaa1eb4f2fcaf9f8890c01d910e9960deae6fe6d,248.260591625,2,2,0
4299,0xf27a5cbb32102f73b5290abced0ebbb80c2c1162,617.0480566599999,2,1,0
4300,0x0e8f71b5c765a922237bf37395c6c55147bb5052,196.73528687,2,1,0
4301,0x0a8a87dd78a2a892d5a685e8e12a947c96e90b40,123.63990670999999,2,1,0
4302,0xfdeb165347aeb390899eedd745b9c7fc1276de31,250.0,2,1,0
4303,0x543cf449f67f3c749b867a16ba9f1a3f2e7acb4c,143.29263693069905,2,1,0
4304,0x91962711a4d2e4a830b366ce7276d99001e8564b,1436.8485994486944,2,1,0
4305,0x9a7473c19e677e3b176e0efa68812a8a79f6e93f,100.04034562804999,2,1,0
4306,0x980d569c4963e5b4c749dd59fb732ea6ddc5c317,249.99433900593093,2,1,0
4307,0xcc170868aea0c2cf7d9673dd6046f53cf8052a09,401.0,2,1,0
4308,0x93936d69e1f4f307930b96b43ac837d2de78a33c,131.94232268000002,2,1,0
4309,0x8c173b6579c34d2d744a67dbc0caabf9a4ff7ff3,11994.206696870135,2,1,0
4310,0x5122a6b4b130a2da121a39fe62031d7715d1be17,100.48613900000001,2,1,0
4311,0x803d720f088602b172282a3190a7d5a974235a15,121.27160092,2,1,0
4312,0x1044efba72ab485e43bb82b24d69b48e95e13fc6,349.999055,2,1,0
4313,0x33b6ff72fd60292498d486d6d6972eb9b6c694dc,227.81941477,2,1,0
4314,0x4b4d8101a473661a24993d933f52c2994294e48a,101.68059137,2,1,0
4315,0x3e8064105505fa55b559e083924ba2936d930850,214.54654866617992,2,1,0
4316,0x89e7b7a875a9f77f0622601c591368a9980e7804,291.7936127,2,1,0
4317,0xf194f6a82ae8f0b19b5e8a8a299acfd0b05a2bd5,100.19,2,1,0
4318,0x4120886973b99112986fb229616bf437453625ec,210.0,2,1,0
4319,0xb6db4d59bc438c0be828f3f42eb58b911482215d,100.49499800000001,2,1,0
4320,0xee4c1f2bc145b64335db8b5a0bb7a982125ce67a,119.994,2,1,0
4321,0x9f637d5a4a9cb8d1c23574b49d32c905518aa43f,100.17473190651818,2,1,0
4322,0x3e8099a5f0bbf5cd7fd4c7ab2ed2a98acbe0d623,116.39234461879532,2,1,0
4323,0xc1d1f74ea543419cc12a6266487e060bc5cf0ab9,502.50814935,2,1,0
4324,0xd543b388a086fc529b156810505020c551379928,162.79516127356933,2,1,0
4325,0x0061f68904e72bba520a8b4c209e6f059d8c78ec,143.892745,2,1,0
4326,0x00fb85faf249255d1ef60834a2f773d6067cc13e,131.48129512,2,1,0
4327,0x71135afebc73f9534cd90b2a72d5b7d742bfdf3a,697.30356208,2,1,0
4328,0xdb8ed37fe6c7935c8091447acc7ad44d91f765f6,110.568516417,2,1,0
4329,0xeefc6b93bd69e5719772248aa37ca45a10c38033,104.45040234617144,2,1,0
4330,0x848f50172d78cdbd2c4c0041c9011ae3b1d5bef3,220.0,2,1,0
4331,0x84d0d02905147f7c204162bf5cd34347c4d55d82,222.16370003,2,1,0
4332,0x44e081cac2406a4efe165178c2a4d77f7a7854d4,157.8787297421845,2,1,0
4333,0xa6ecf48a713f12b2aabfb3eda739a81afc988766,100.61574038955845,2,1,0
4334,0xc86c9deb30660aefad848e3de399556eff9e79e3,388.12552359999995,2,1,0
4335,0x95aeee454588b601413af3b60b0b3423e6d71a01,123.32011007,2,1,0
4336,0xb30c4d77d03264dafc6dc85ebe765d4eb65318d8,150.005,2,1,0
4337,0xaf1f0bfe9f41b55ca4c91a8272a3de8762854e14,104.14806960199999,2,1,0
4338,0x2050e9fe371f0a83ce2601678b4bd19ead1fc9c4,441.03026960142506,2,269,0
4339,0xc280ee684fc751bd01fb4e7467808ea1392fade3,383.63559259195387,2,1,0
4340,0x77d4ca5b9cd7fcb998d821aad499473c274c355f,156.76814792963177,2,2,0
4341,0x43ccd2249d3c9783d65b29b90b4f4ce3a16ab138,158.6763530122878,2,1,0
4342,0x14dd2cfc823d56a32e3a5efc81c6f123efd8322f,142.437,2,1,0
4343,0xa6fb768d4fd2b6c17db4939ea8bd7d6cd17a481e,117.26222492999999,2,1,0
4344,0xccb936d073f85e756db50bda92007e21a9d2f969,140.47,2,1,0
4345,0xe2c210fa7875dc4b623ca5a8df67e82754315a60,197.545,2,1,0
4346,0xeeba0393eb7aaa79dfbdb0aff5ec027306d5f777,119.0,2,1,0
4347,0xe4d35a1c7344f7347aa12958f9cd2c890c86731d,529.8180552215362,2,1,0
4348,0xe18023783641279a2547d073287a03518ade43dd,150.0,2,1,0
4349,0x8413dcb0b79c73b380ecee01df680f7ec7905cce,205.60682028280002,2,6,0
4350,0x6f1e1667db4a941c130471520f6466cc43a02a6f,300.1,2,1,0
4351,0xcd3e5a8cdea055a684083affcb4d6a21b0231ccc,629.467078332798,2,1,0
4352,0x59ed86272a093936d727ba68d1c074cba0466581,267.4963940921552,2,1,0
4353,0xb8fdeab194106714bf188b4baa777796db243130,300.0,2,1,0
4354,0xb1581f2dddc7bcf7f9429026f3dbd7d7c454d006,502.17431005000003,2,1,0
4355,0xea99277acd71b39b7569501ec08076e77b0171f1,109.28897914383178,2,1,0
4356,0x4faaccac2723712d46dcb29c210644c3e605a7ad,615.6457140000001,2,1,0
4357,0x3b0a4fbda47924448daf530773ffcfce62a65b12,146.899643,2,1,0
4358,0xee6de532b97f0e36bdb93aa82b51bd46b43f098a,1500.0083035,2,1,0
4359,0x07c950d554bd67cd5eac2adbd43e153a43fb8e2a,174.52,2,1,0
4360,0x2baff834c030952fa6126a9032f1039557c674d8,154.82035137250259,2,2,0
4361,0x4cbc0deb4723a06d87ca9153f381a4e6d0a4af4a,125.000001,2,1,0
4362,0xa6c7f8e329e8982dcbfec5fbd2825df51b790de3,100.0052624,2,1,0
4363,0x98499fb5e149095804cc7c6796a23c44b4cc27b9,125.16925854600001,2,1,0
4364,0x17c3421828de881ff440a17a745d40a15eb6b16b,105.08980382,2,1,0
4365,0x61ba63016945f23729f0d87812051cde1f9d93df,148.178862,2,1,0
4366,0x6a1d14518b643df36e29537dade0d0cd955ebdb9,250.22143499999999,2,1,0
4367,0x7a8064e5cf37934b1841635a11d0b61a66ebfa82,116.60272283406759,2,1,0
4368,0x1453e1e5b705ccc3e0c0aebe054204211d5f2c47,517.4793130400001,2,1,0
4369,0x7410d17eeec12f0a0da02ca08291a75c80e84b61,101.76930599999999,2,1,0
4370,0x3c51795d9e8a7dfbf2fb59d0d74569a6f9cef6d4,136.373893,2,1,0
4371,0x86a02082ddd212d40c9ff43c3d5fdf75ad090b7f,1365.997,2,1,0
4372,0x180376ac62b09f2cd08be1ec3b3fc28a26330dea,500.0,2,1,0
4373,0xedbc9b30cc1564e56dc88dde6047b9d0d84780ef,501.0,2,1,0
4374,0x60da3829dddb9909dc59d820b1630d1e9631e1d3,349.999685,2,1,0
4375,0x446eac20a08c21d9a41ea179fe940be4d0532da6,238.4144725,2,1,0
4376,0xd805adef6633c63b5dbdf5c77beacce4b57b72dd,273.02665133454866,2,1,0
4377,0x2655d7c12f0a98273566015729b261a0b011409c,880.0,2,1,0
4378,0x1e6d2ab93562ef40aedee2b578485a0cd32567bd,100.0013936906,2,5,0
4379,0x2096932bbe9971878140b5f681ffd80eb4bbe571,1093.897,2,1,0
4380,0xa125057c1f5418e7342b8e3b64259505c0a85e6f,100.02807682,2,1,0
4381,0xc08e5ccd594c9339b120b2b7d449688fcb7ac994,250.08265,2,1,0
4382,0xc1cab3c96185a91f2b2bdc5fe66dd4aa10e7090c,200.0,2,1,0
4383,0x9f1eddfaccc91295a6464663f95885b442cc7cfa,553.48020925,2,1,0
4384,0xfde368004826f96a61cf6e3aa17ae50f6d0c90e3,199.9998845,2,1,0
4385,0x5a8c74ee8678d62cbb2bfdae3addc75eedeca441,301.48568162739997,2,1,0
4386,0x68c3fd63fcb849d7bcd5f4b4abf1ac62f7de2679,133.23736842,2,1,0
4387,0x1c128b7cf4e7a3e57d8c2ad16170fb2f5ac013aa,213.83799675,2,1,0
4388,0x2a6399cd8c407d1855d5270291027c70fdd36308,450.65608457,2,1,0
4389,0x6cbd410b2a94e8cd9318d1333b82884cd704a46d,100.023399,2,1,0
4390,0x676563ab54f3c8e1716c0ed879442b166b8b8c13,148.54631216,2,1,0
4391,0xf3409b5f6a10840aec6bf4d70e125e9ce1522310,125.27827991896936,2,1,0
4392,0x2749e7822262124e21627210fe128f5291a7b3ee,109.26973749999999,2,1,0
4393,0x87a50bbe61fd96d422c0463c10ce78332621a017,202.73614342766703,2,1,0
4394,0x47b3c11af6f0a19ed5593235cce4d06ca51a88ba,100.018844,2,1,0
4395,0x85d064087519b90a94166bcf151d8ad6f2c1baee,182.01575279000002,2,1,0
4396,0xf740bdce3e3ae553fb0ceb427956405f079f06d0,265.0,2,1,0
4397,0xbacd8a80ac15b804bec6aa93860bbcfa750de5db,132.6414668925456,2,1,0
4398,0x488b0a1f81cd463d424e66b02fa602cb067ff31d,130.59729193,2,1,0
4399,0x4dbcd9998ec1eb237d44787a869480047f1608c0,131.53178060583505,2,1,0
4400,0xabf6db969160bb8505ba61ff5c1dcaa4dbc8179e,200.98559457610574,2,1,0
4401,0xa1f920f779a4d7303255de4e9090154efa292d1b,400.0,2,1,0
4402,0x49e3c9bf55ef27229ada466d9bd6a955397885bb,127.52793639999999,2,1,0
4403,0x2e8b78cb55d4d700574b764f9ec06a2aaa129792,273.57093813201,2,1,0
4404,0x470098aed40caad5a9442206dc938532e939d29b,206.630985837,2,1,0
4405,0x2cda6390421cef17d5530064c2a93eeb53f5a5bb,144.40665176000002,2,1,0
4406,0x97f7a86b77129550d3c1431985723773be7f4472,122.4823923058,2,1,0
4407,0x98ffd441b7ca6a6d617c8ed7ffc8379adc9ff341,121.76730459684299,2,2,0
4408,0xaabc8830fef602daf6d6cee02a243505398a4637,129.98,2,1,0
4409,0xe29659a11ad493dd8fb962ee3fdebf557271b869,140.5213,2,1,0
4410,0xf7b56ca297d2161fd8baea80b868d538491ad505,150.0080294149323,2,1,0
4411,0x8b4b973151870dd41c7a180f2e1b93ee7e26dab3,526.37506168,2,1,0
4412,0x0829fb9dd775c004c9732eaec839ec43fdb85147,230.02383142000002,2,1,0
4413,0x5517d1f41514d47bdce00e40405a2d2384076ac3,332.80743449,2,1,0
4414,0x1ff8e13886c6db90233d651a7742bf74961c0aa3,250.25466877999997,2,1,0
4415,0x310bf10e3ecdb301aab7dbb93a4a6efe24cf4335,106.59914401,2,1,0
4416,0x97371417b02baf24e545280cdb9c795024768b0b,119.88291472,2,1,0
4417,0x052bdb29724a04a27d35df2afe5388fa3ebdf610,152.051933354,2,1,0
4418,0xe3c2a273be48a07c7f421354830f0cca8a2afc7f,149.2056480714981,2,1,0
4419,0x85141861a5fec64f47756e7e42f37be4591a73c4,204.631139,2,1,0
4420,0xa14de3a635af5df9fda8810d8fb80a2aa5276e25,500.0,2,1,0
4421,0xcdab41d046787b6f9eb46d02f6922023cbdb7da6,125.34495544897092,2,1,0
4422,0xfe45d89d393a2b5aca8911044d2c56d3fa7847d0,155.356,2,1,0
4423,0x4f87ca763ac635958093efca9a6f2541078704b1,100.34767828911596,2,1,0
4424,0x05876f24bd7e2fbeddbbafa6e2ba9281f002cdbf,189.59628962000002,2,1,0
4425,0xaf106742cc627b1ee3536b331b8e07f1a6bd1d90,163.02189541,2,1,0
4426,0xca2b6bc3dc6a4553e313596bbe6fb3efdc32aca7,107.139404,2,1,0
4427,0xf078e6432d597e1706746abb6e73beace792a194,200.155329213,2,1,0
4428,0xa3577f7828a8aa42d3f31cfeb1e48ac8cc698fea,553.9633150740073,2,1,0
4429,0xda1d31756f70c4acb8cd49c3d2ca154d983001a0,194.65028697000002,2,1,0
4430,0xfc68f765cb518b73eb6916de1318554f8ac999aa,499.99886599999996,2,1,0
4431,0x6aebc4257e83b426e2403ad185cc5fdd0757fe7a,370.0,2,1,0
4432,0xe2429f6cde51ab6809a88045fa0a1bc265b9eaa8,173.76753028,2,1,0
4433,0x4c8a3d246058b5acf1c7a506e9f5d9f8195cf5a9,1127.497,2,1,0
4434,0x0ce4102a47c07a1b1f18d64aefe687e67fe89bbe,140.60869752502248,2,1,0
4435,0xe0b06329617c225b6b65eccf6adf44df2d34959e,215.0,2,1,0
4436,0x08dea6f843eea48ffc8c8e4a02dd5df74e1aade7,440.47319405,2,1,0
4437,0xa8272a079a79535c75edc3a9b52bed9a68e3fde0,199.99895105000002,2,1,0
4438,0x5331b27e6ba429111f91e8f8b4fb907e4c36a94a,119.669485,2,1,0
4439,0x7db877205863acbb407bf63c2f999a42cc6ee52c,339.11,2,1,0
4440,0x9c2321fe427fcd4f26bf9bf5add22d2948db9df1,380.719963,2,1,0
4441,0x81048eb33f10fe4b75f7b311c493c4a79b9b5ac6,211.7097589,2,1,0
4442,0x5ee31617b619000ccd60130191b30c169b7ba997,101.14690293,2,1,0
4443,0xbd227ecc7da3e6f3c444276f9de7b924a655cef7,279.15155191,2,1,0
4444,0x434837656dd5d7df8e378eb6b48346dab953c9ca,180.03,2,1,0
4445,0x28150a6d85b0ebb9f6879182aced53190f12e491,153.55692919,2,1,0
4446,0xc5ca2495f07fe7f31fc677551a33da5e15e8918b,191.36025785,2,1,0
4447,0x3d94f46993fa3da349a57c322ff917addd4eaee7,364.09395386,2,1,0
4448,0xfc17ea2ab9507fbe24d3cc0bfe087a4672e55173,432.2828888020289,2,22,0
4449,0x063927ce752e83403edba67ad7ef1bae228d433f,2000.0,2,1,0
4450,0x2fd87dbacc2fb9cb31be6744914206f9f69e3345,256.34889393,2,1,0
4451,0x9d272c61037252e1886039c4a6be369cdc02341e,250.84185791,2,1,0
4452,0x192547472a877947ebd42e138a8dec329243750b,759.997388,2,1,0
4453,0x7d92d0f52e4033b0945c848c995c837ba3e9946c,199.45915779999999,2,1,0
4454,0xec9d7e3481c598ec877d92f9ecb5691380d41119,150.87185277999998,2,1,0
4455,0x15c59a880fed78646d302d5ea37ca80ce6eba0b1,101.16330688,2,1,0
4456,0xcf114935ff95ce28e71733f4e8cfd0b9d907d938,159.48836179592456,2,1,0
4457,0x80a1b34108efe450c329068a04fb61b12df5882a,255.311894,2,1,0
4458,0x1ffa3eeeda0a7aaca8fc71b6d2d4fb2c492b30ec,250.86624479996937,2,1,0
4459,0x28a5ec068ae7500cbf21b989d62c7a81e2665b18,377.6444740768595,2,2,0
4460,0x7db68147a87bd9148d9d6c95ee43ad22e5ee3fa3,400.0,2,1,0
4461,0x325c8953add0fba9dea7f65fad6ea44774274e07,222.3299726871722,2,12,0
4462,0xe1e8585e6595abcce6ed9a372378bfb5c5b8af3c,128.9958,2,1,0
4463,0xd63a7a78603bda2b05208e5462da6e126cedb921,550.03915632,2,1,0
4464,0x7adb14168f567395401f1c909acf9740fbe68f93,192.92311774696688,2,1,0
4465,0xbea178564d6e3a70f76558c066670b99a49e74fb,238.217,2,1,0
4466,0x8b0a5c849ffaac9c5688f0628482ac4de8206c08,378.3185726,2,1,0
4467,0xd3cbbb7d3268fcdf109ab3611b632b67dc0e4732,271.8007994599701,2,1,0
4468,0x7844d57b1d46a2c7df2de239a44bc7de53165248,520.241981,2,1,0
4469,0x0e8626a0d0bc850b88bd49fe96d9778644d49711,346.8458098547733,2,1,0
4470,0x18eef5f40d1f70255341fc9ec4181048fc8780c0,300.0,2,1,0
4471,0x2a7b4fdbb09b47566274299c3dd1169c2c9ae25e,300.56555578,2,1,0
4472,0x1d142dc9660df9825a0f71c63987c52fc10756e7,210.0,2,1,0
4473,0x48b1bf06b82b5f6fe0af38a76326cd9352f07b39,334.0,2,1,0
4474,0x134c94ece2d4a0cb0705c2b4387097a52560bb0c,134.0915559575,2,1,0
4475,0xb70368726bbef604b645676d18229dc6c5f84e24,999.0,2,1,0
4476,0x4fa22c7e6f9d170d1a79f89c81c4b17bc8777a5b,221.584971,2,1,0
4477,0x0825066313e29475a96b3b2167fa28ead63bf55b,197.77,2,1,0
4478,0x5faf097f6ae91c50a42b11a5cd929a55b375e34d,377.1,2,1,0
4479,0xae8d0e2dbb0745a3bf1c1133bff8bb4b5e89f8e2,1088.997,2,1,0
4480,0x01f10495f16c0e85c26121a891dd92ff3bd02da8,130.90082247476317,2,1,0
4481,0x38c83cc89c6603b2bfacbeee31e9682ecb3d6e8c,140.02799886,2,1,0
4482,0xb44fa74f34b8239e8a79aeb72e2a15763c17c2b4,500.0,2,1,0
4483,0xce6d13211e738ec059c1815616873dea1c056bc7,119.70115055,2,1,0
4484,0x0c7546c8b6ef62ebf849b04b522b90e1406532d7,246.42,2,1,0
4485,0x4318d6773448f18c3168d8e6b44c78db7645fe34,137.7186346625,2,1,0
