ethereum_address,ether_balance,unique_tokens,unique_transfers,mined_blocks,outgoing_txns,incoming_txns,total_eth_sent,avg_eth_sent,total_usd_sent,avg_usd_sent,total_eth_recd,avg_eth_recd,total_usd_recd,avg_usd_recd,active_months,monthly_outgoing_txns,monthly_incoming_txns,monthly_eth_sent,monthly_usd_sent,monthly_eth_recd,monthly_usd_recd,contracts_created,contract_txns_sent,incoming_avg_time_btwn_txns,incoming_std_time_btwn_txns,outgoing_avg_time_btwn_txns,outgoing_std_time_btwn_txns,num_tokens_used,Entity
0xd131f6c3957d70a74cb28737528cb609c45ee509,2051.9770400052894,60,4,277,8,113,533.21,66.65125,9396.6645,1174.5830625,2297.432367319,20.331259888,80435.68294190941,711.8202030257476,40,0.2,2.825,13.33025,234.9166125,57.435809183,2010.8920735477354,0,0,547917.6875,1334861.5620578802,2687855.0,5274232.598633663,39,Mining
0x4bff6a936fd2e6b1afdd96f1db177f9ee6e72576,2774.812991972733,59,21,0,8,33,852.33458,106.5418225,670871.2002262002,83858.90002827499,4326.56174382,131.107931631,509402.67435980355,15436.444677569805,19,0.42105263157894735,1.736842105263158,44.859714737,35309.01053822106,227.713775991,26810.66707156861,0,0,777903.65625,1789831.8014323274,3555998.0,6191079.295846916,29,
0xac85207ee5a84e595fe618d655d6e234ab2705e8,1572.2229001477774,51,2,0,8,38,794.809118,99.35113975,306137.83942268,38267.229927835,3644.0518707,95.896101861,924878.500243242,24338.907901137947,18,0.4444444444444444,2.111111111111111,44.156062111,17007.657745704444,202.44732615,51382.13890240234,0,0,192498.9189189189,175305.9883452008,6332184.285714286,3254380.5100975162,26,
0xdaef46f89c264182cd87ce93b620b63c7afb14f7,249.12045191325439,76,58,0,76,72,64132.074,843.843078947,36144117.779099986,475580.497093421,69660.6307,967.508759722,36522779.00401799,507260.8195002501,19,4.0,3.789473684210526,3375.372315789,1902321.9883736835,3666.348984211,1922251.5265272625,0,0,652864.661971831,1553077.453210302,546737.0133333334,1008095.132999663,60,
0x930a2ff879bc6621a8ba2e053636084649de408d,8876.184472679903,53,2,0,31,25,6445.97820383,207.934780769,63723.30725326861,2055.5905565570515,15322.1835008,612.887340032,22489.171911008,899.56687644032,35,0.8857142857142857,0.7142857142857143,184.170805824,1820.6659215219604,437.776671451,642.5477688859429,0,0,43759.791666666664,197298.2240961039,306361.1666666667,1112427.2442424418,22,
0x412dfdb30795839bb18fec3d561c25d50ec92157,124.18724905611003,56,7,0,15,23,121.65771152,8.110514101,66903.8726938528,4460.258179590186,428.448789154,18.628208224,163274.17376673606,7098.877120292872,18,0.8333333333333334,1.2777777777777777,6.758761751,3716.8818163251553,23.802710509,9070.787431485336,2,37,1384151.5909090908,2970015.286723136,1689074.357142857,3160793.0284713143,38,
0xb81a2df0d57bffb186a3d9814f45145b8afaa177,3314.9503987459684,55,2,0,5,8,2002.299852993,400.459970599,1398945.1103097117,279789.0220619423,5318.255622489,664.781952811,234698.03627104076,29337.254533880092,21,0.23809523809523808,0.38095238095238093,95.347612047,66616.43382427198,253.250267738,11176.096965287656,0,0,38069.571428571435,99693.38574157789,5868513.5,9340894.007422827,28,
0x2eb36c469f8abe6e184a4215b3964c6b2c689a0e,2079.004642857778,46,6,0,14,15,512.28,36.591428571,475413.3926,33958.09947142857,2591.40633489,172.760422326,590231.099664979,39348.73997766527,17,0.8235294117647058,0.8823529411764706,30.134117647,27965.493682352942,152.435666758,34719.47645088112,0,0,1030537.8571428569,1973218.7376340546,758041.7692307692,1839473.3769623286,29,
0xe5928c550b8d5b196db62687bef741ed627907fc,21481.259659725314,68,2,0,6,23,27.62871453,4.604785755,15481.881536572098,2580.3135894286834,21664.95752349,941.954674934,12221813.610201972,531383.2004435641,16,0.375,1.4375,1.726794658,967.6175960357562,1354.059845218,763863.3506376232,0,0,679933.8636363635,891260.7227078632,5277841.8,3069638.1560774716,37,
0x2a53eca167f820be4ed0522a9c2559d8c475b8dd,111.82728901453413,46,2,0,4,44,140.5,35.125,90.915,22.72875,5253.351189754,119.394345222,3978.0273424690927,90.40971232884306,39,0.10256410256410256,1.1282051282051282,3.602564103,2.331153846153846,134.701312558,102.00070108895109,2,1,550008.4186046513,2487315.307778757,7772082.666666666,13460654.799955402,22,
0x5a6189ce8e6ae1c86098af24103ca77d386ae643,1239.232901742888,55,28,0,26,35,1822.585,70.099423077,856742.94965,32951.65190961538,3162.602739215,90.360078263,1521507.254852752,43471.63585293578,24,1.0833333333333333,1.4583333333333333,75.941041667,35697.622902083334,131.775114134,63396.13561886467,0,0,1318429.4117647056,3063843.3146613385,2251730.0,5640622.477151828,25,
0xa996f1a68befa5b92e451b35f5cfbf7eaad682a4,210.43391309504563,54,24,0,4,13,56.4109,14.102725,17197.167655,4299.29191375,604.228431424,46.47911011,140088.59247102807,10776.045574694468,19,0.21052631578947367,0.6842105263157895,2.968994737,905.1140871052633,31.801496391,7373.083814264635,0,0,762276.5833333333,2050986.673443716,1621679.0,1136993.876390282,36,
0x3272f018cdb5660d2a707b17df4a4e922d0c3ea8,100.58297885623884,75,3,0,21303,7854,426253.488543,20.00908269,129297339.13900888,6069.442761066933,429757.423250139,54.718286637,130025400.64939313,16555.30947916898,33,645.5454545454545,238.0,12916.772380091,3918101.1860305723,13022.952219701,3940163.656042216,0,0,10641.178275818158,22546.236455334376,3926.5443150877895,15559.190230789276,44,
0x7ab5f5b05598466c508ea81ff45caee4d25c1417,3509.9987189999997,48,2,0,3,6,4600,1533.333333333,3473172.0000000005,1157724.0,8110,1351.666666667,4011468.4,668578.0666666668,18,0.16666666666666666,0.3333333333333333,255.555555556,192954.00000000003,450.555555556,222859.35555555555,0,0,4290934.4,9234846.06996572,10284704.5,14533575.088553417,25,
0x82ccea8020dde8df2932f6920c39e1259ff5eea1,503.80464690481597,63,5,0,20,21,1631.5795838,81.57897919,942262.0413002061,47113.102065010295,3329.491548346,158.547216588,184994.14252635327,8809.244882207298,21,0.9523809523809523,1.0,77.694265895,44869.62101429553,158.547216588,8809.244882207298,0,0,279032.79999999993,447667.87032747484,1586823.3684210528,1783073.188070442,30,
0x540684d6bdc59055184fe2cf2be82f0d8f310c66,2040.0239240628725,59,5,0,22,22,5813.81,264.264090909,4314165.454,196098.42972727277,9951.284354609,452.331107028,2775847.286664742,126174.87666657918,18,1.2222222222222223,1.2222222222222223,322.989444444,239675.85855555555,552.849130812,154213.73814804122,0,0,1010744.3809523811,3050697.8325079246,1009760.2857142857,2487934.274364581,30,
0xeae51eb7c176137356825de6bfe84c674713e109,2021.1761496444294,51,2,0,13,10,1219.19,93.783846154,646199.6444999999,49707.66496153846,4468.421341657,446.842134166,735235.157625836,73523.5157625836,19,0.6842105263157895,0.5263157894736842,64.167894737,34010.507605263156,235.180070614,38696.58724346505,0,0,891862.5555555555,2061364.0424211288,1686616.333333333,4220398.046977524,27,
0xb47f2e40da0e388e1a8776334ec72924541cb268,950.1,69,31,0,6,3,116.4,19.4,22444.676000000003,3740.7793333333334,509.995597548,169.998532516,107841.9512532172,35947.31708440574,4,1.5,0.75,29.1,5611.169000000001,127.498899387,26960.4878133043,0,0,3213255.0,3895431.458566817,26964.0,47937.8634014909,40,
0x276d18b7817595c0f7cfd1e8f183b5ab2778bfe1,5193.54587517,54,2,0,3,10,641,213.666666667,48100.420000000006,16033.473333333337,1263.54642117,126.354642117,102456.31776221457,10245.63177622146,28,0.10714285714285714,0.35714285714285715,22.892857143,1717.872142857143,45.126657899,3659.1542057933775,0,0,3541994.6666666665,5685561.695100824,25970668.5,28286519.139919292,28,
0x236f7ef1b36d7ce7aeb2d1b58fa71260df7dcfbe,401.7599176513538,61,26,0,6,10,254.99866,42.499776667,75177.4656994,12529.577616566663,485.41797592,48.541797592,107002.5643774292,10700.256437742919,19,0.3157894736842105,0.5263157894736842,13.420982105,3956.7087210210525,25.548314522,5631.713914601537,0,0,2273556.0,3293894.5793276005,1881341.4,1674373.7579997783,40,
0xb84e28a1aa71fcfdee5b78f46d05bc0f74624551,313.41236840990587,48,10,0,12,3,8492.29961415,707.691634513,3496611.585020081,291384.2987516735,1390.2069,463.4023,532210.934587,177403.64486233337,16,0.75,0.1875,530.768725884,218538.22406375507,86.88793125,33263.1834116875,0,0,643061.5,908221.3847848442,2748720.0,5393809.841980249,24,
0x9abdb671ce1ff766aebab6d83d554243a1737b86,250.22560365352547,48,3,0,5,3,210,42,150375.05,30075.01,1001,333.666666667,339258.92000000004,113086.30666666667,15,0.3333333333333333,0.2,14,10025.003333333332,66.733333333,22617.261333333336,0,0,442.0,213.54624791833734,8210875.75,8105580.753160766,23,
0x91b2e3b3bb5893aacd0a500599f7bf571ef3a669,1093.527093107003,55,23,0,16,11,24.88,1.555,8106.3348,506.64592500000003,1034.48308651,94.043916955,14307.253388988902,1300.6593989989908,22,0.7272727272727273,0.5,1.130909091,368.4697636363636,47.021958478,650.3296994994955,0,0,3613350.5,4957440.553627138,3030605.8000000007,4513503.052782414,42,
0x650071cc0b57bc79aba13733b73b041d11a033cf,525.0668704100168,62,23,0,17,11,717.1,42.182352941,235613.25799999997,13859.603411764705,1342.290873021,122.026443002,82356.536099689,7486.957827244454,20,0.85,0.55,35.855,11780.6629,67.114543651,4117.82680498445,0,0,1878406.9000000001,2308724.011630785,2525991.6875,3368139.6073292787,37,
0x089f5a5fd767d736f67f13d36286e2c66fb131f9,7000.005781700699,59,9,0,4,4,1002.011559,250.50288975,1136785.78324605,284196.44581151253,10002.012882,2500.5032205,3360176.2277079,840044.056926975,18,0.2222222222222222,0.2222222222222222,55.667308833,63154.76573589166,555.667382333,186676.45709488334,0,0,975.3333333333334,666.4265400877529,6110161.666666667,10581296.126167737,24,
0x96d0a7716b55d9a824e9772ac11820f117197fe8,206.8354108106716,81,18,0,41,15,242.289118,5.909490683,76722.52852693999,1871.281183583903,351.301501036,23.420100069,76392.77307461569,5092.851538307712,17,2.411764705882353,0.8823529411764706,14.252301059,4513.089913349411,20.664794179,4493.692533800923,0,0,2738536.8571428573,7825143.994552128,747358.1499999997,3623347.589052914,54,
0x10ed8ccc06e7c8ed90a13c90de438fdfabb3318d,547.0609739902267,58,4,0,19,964,3754,197.578947368,1358987.3499999999,71525.65,5688.979370992,5.901430883,27938.969135683234,28.982333128302116,40,0.475,24.1,93.85,33974.68375,142.224484275,698.4742283920808,0,0,38296.19106957424,79137.35183072847,3500651.5555555555,5264312.372951982,30,
0x07bd15dcb7f83045d3583ae385b4b549951a33c2,348.4107215625663,46,4,0,33,28,858.55521102,26.016824576,733309.9191247401,22221.512700749696,1064.882878862,38.031531388,866707.8558546468,30953.851994808807,16,2.0625,1.75,53.659700689,45831.869945296254,66.555179929,54169.24099091542,0,0,1129507.1111111112,2013309.2739617932,888529.78125,2253636.247295307,31,
0x3508d30331ffe05423e650ff98c77e97731d9358,4892.8829103325,48,2,0,13,67,1077,82.846153846,487155.32999999996,37473.48692307692,5969.888706332,89.102816512,180422.7693367719,2692.87715428018,27,0.48148148148148145,2.4814814814814814,39.888888889,18042.789999999997,221.106989123,6682.324790250811,0,0,580151.8484848485,2346324.0782668022,3190961.75,7737260.228510889,24,
0xa021ca2f5ec4dc539655718bca4fca5d0015163b,4884.058275120001,54,3,0,8,13,2370.10704545,296.263380681,1139031.1177007752,142378.8897125969,10441.14130385,803.164715681,137490.2002583232,10576.169250640247,22,0.36363636363636365,0.5909090909090909,107.73213843,51774.1417136716,474.597331993,6249.5545571965085,0,0,178262.5833333333,318347.7727258947,4786213.142857144,7442731.472934504,26,
0x4d026bf4fd179d8bdc954c471c7618aa6a245a88,4490.623002587111,51,2,0,14,22,6891.800091724,492.271435123,3167297.2016459517,226235.5144032822,11382.549510674,517.388614122,3633981.649732175,165180.98407873517,18,0.7777777777777778,1.2222222222222223,382.877782874,175960.95564699732,632.363861704,201887.86942956527,0,0,895400.428571429,3627149.5125010167,1398943.9230769235,4639906.010857341,24,
0x49dc0b3aa98d8cbd825cd9783051bca0d2bad745,838.0633853806216,50,5,0,14,31,1041.72,74.408571429,413193.6064,29513.829028571425,2856.6997931,92.151606229,187354.61967419222,6043.697408844909,22,0.6363636363636364,1.4090909090909092,47.350909091,18781.527563636362,129.849990595,8516.119076099647,0,0,1278441.3666666667,3111597.5901366444,2949820.384615385,5157404.555309411,29,
0x028ea0ab2588ac4915b72643e93c6e2dbc6ca024,143.81087114384832,53,6,0,7,3,301,43,178587.74000000002,25512.534285714282,963.48237303,321.16079101,314152.0965758658,104717.3655252886,14,0.5,0.21428571428571427,21.5,12756.267142857145,68.820169502,22439.435469704702,0,0,8762997.5,7980962.211294607,2647812.1666666665,3540482.821629921,25,
0xd3a7a1040036fff651a0799ceb9546037b026d53,191.42664091600003,51,4,0,6,8,130,21.666666667,115069.4,19178.233333333334,293.875,36.734375,148868.51275,18608.56409375,13,0.46153846153846156,0.6153846153846154,10,8851.492307692308,22.605769231,11451.424057692308,0,0,1018719.857142857,1740796.614412726,1226705.6,1344283.713094189,34,
0xeb3b9f824c8551a58a427aeaaa1044866bb5e28e,15636.830750001538,54,15,0,13,36,10191.905,783.992692308,2193326.5397999994,168717.4261384615,11249.155578987,312.476543861,2055288.2158755367,57091.33932987602,23,0.5652173913043478,1.565217391304348,443.126304348,95362.02346956519,489.093720826,89360.35721197985,0,0,1580708.942857143,2885813.746505073,2522009.0,2756034.910083457,35,
0xf3d86b646ed10ddcd98fc838c3e7ad1d75710dc5,101.98658531207779,49,7,0,8,5,63.125,7.890625,60552.89625,7569.112031249998,164.86413823,32.972827646,63437.5045734759,12687.50091469518,16,0.5,0.3125,3.9453125,3784.556015625,10.304008639,3964.8440358422436,0,0,70546.0,84052.33172653014,2651688.0,4032046.9741979693,31,
0x07e599190833d50909c25e0842df1937b17974d7,1177.5063580741341,51,2,0,5,19,1982,396.4,587437.68,117487.53600000001,4538.5384937,238.870447037,586211.7929927668,30853.252262777205,26,0.19230769230769232,0.7307692307692307,76.230769231,22593.756923076926,174.559172835,22546.607422798723,0,0,3600095.0,5533439.606057541,5731469.25,9565739.389687985,28,
0xdcba5decb537a050e555bbff193bac927e5b93e8,1479.5104764466946,52,3,0,57,3,4928.234,86.460245614,221846.30227000001,3892.0403907017553,8183.6694918,2727.8898306,89671.613059466,29890.537686488668,32,1.78125,0.09375,154.0073125,6932.6969459375005,255.739671619,2802.2379081083127,0,0,11819510.0,2730553.6467350353,1430057.1964285714,1153105.0148011895,28,
0xdf0673416493f4ab2c8a0925dd989765acdcd41d,1041.6005244180776,48,2,0,12,123,100.350089213,8.362507434,33211.00989178337,2767.5841576486155,917.204888176,7.45695031,277298.2443886568,2254.457271452494,18,0.6666666666666666,6.833333333333333,5.575004956,1845.056105099076,50.955827121,15405.458021592045,0,0,368023.0737704919,506660.3541609168,1525444.2727272727,2228681.0402132957,28,
0x44f14099b8b9c60515e83a0cb1a85e14982bb091,196.184150741586,62,3,0,9912,44242,23573.13647968,2.378242179,9770732.237379637,985.7478044168279,25389.37099958,0.573874847,10257876.33586716,231.85833226045617,19,521.6842105263158,2328.5263157894738,1240.691393667,514249.06512524403,1336.282684188,539888.2282035347,0,0,1065.391514658349,1772.3970294642436,4754.737766118455,7752.568429184491,31,
0xdb16d385eac132a404ce2dd3ab741eacb2bdee86,102.48418872917776,62,61,0,69,43,2187.62,31.704637681,1177529.0164,17065.63791884058,4277.691801218,99.481204679,2115307.9217649936,49193.20748290684,15,4.6,2.8666666666666667,145.841333333,78501.93442666667,285.179453415,141020.52811766622,0,0,830776.1666666667,1678063.5373544947,472364.16176470596,688257.1520641475,39,
0xc16a9c23ec7de58a8e7adb29e2620860b6d742fe,1038.0061832439999,46,4,0,11,9,10.7786,0.979872727,10753.36105,977.5782772727274,1046.234554408,116.248283823,473679.2146348752,52631.02384831946,12,0.9166666666666666,0.75,0.898216667,896.1134208333333,87.186212867,39473.2678862396,0,0,2470057.375,5288656.1305060135,1621980.5,1035821.1194112032,26,
0x56c915758ad3f76fd287fff7563ee313142fb663,3708.1999025629852,70,35,0,31,9,11591.51,373.919677419,3649642.0567400004,117730.38892709678,28670.1674145,3185.574157167,13591370.828273354,1510152.314252595,13,2.3846153846153846,0.6923076923076923,891.654615385,280741.69667230773,2205.397493423,1045490.063713335,0,0,3447542.875,5700788.116870395,811614.7000000001,2727306.780871652,35,
0xd84225642b11c3e337d9c1c0b9294f69a5501223,109.77193513985708,60,80,0,8,3,3.77771638,0.472214548,828.0171765922,103.50214707402502,356.86235417,118.954118057,72404.0135296291,24134.67117654303,4,2.0,0.75,0.944429095,207.00429414805,89.215588543,18101.003382407274,0,0,2994507.5,4090015.223934075,908372.4285714286,1606500.9292543072,19,
0x550553bfca0bf6086978521f0d5773b9bc1d6549,5200.975541337143,54,2,0,5,7,3401.1,680.22,1912064.704,382412.9408,9302.085,1328.869285714,519779.7977999999,74254.25682857142,22,0.22727272727272727,0.3181818181818182,154.595454545,86912.03199999999,422.822045455,23626.35444545454,0,0,4952087.333333333,8365644.445921897,7991321.25,11477165.927426811,26,
0xc03898fb3d675851a85b058108835bee9cd2c7c0,1337.1208168339501,63,3,0,3,8,125.1657,41.7219,56721.237733999995,18907.079244666667,1181.7228332,147.71535415,511194.9208089452,63899.36510111815,8,0.375,1.0,15.6457125,7090.154716749999,147.71535415,63899.36510111815,0,0,2159268.4285714286,1547017.473555471,3412708.0,4801144.735598792,39,
0xa05b0ecd3a4f5274942f5d093ef395b1c30c5dda,1500.0010108677775,48,2,0,3,15,1457.905343402,485.968447801,52028.148486670885,17342.716162223627,3022.15084675,201.476723117,165429.47712956028,11028.631808637356,21,0.14285714285714285,0.7142857142857143,69.424063972,2477.5308803176613,143.911945083,7877.5941490266805,0,0,3432432.5714285714,5204243.252928056,8827386.0,12483315.440969117,27,
0x219106ef9604ff9d4667ddf0e72bfa95c7acdf71,491.0717166694776,56,10,0,30,62,6056.37,201.879,2660145.0249000005,88671.50083000002,8700.010813633,140.322755059,5484944.723521439,88466.85037937808,16,1.875,3.875,378.523125,166259.06405625003,543.750675852,342809.04522008996,0,0,552509.049180328,1019360.4495771917,1272119.4137931033,1896736.8658432364,42,
0xf974168f4024b1dc0b5bcf41d7be86c56948bbbd,13007.63480957676,60,2,0,22,37,15766.9858,716.681172727,6950407.640856001,315927.62003890914,28884.64221757,780.66600588,653046.0559699525,17649.89340459331,26,0.8461538461538461,1.4230769230769231,606.422530769,267323.3708021539,1110.947777599,25117.155998844326,0,0,759830.8055555556,2755159.936017123,2137834.666666667,4044190.687546822,28,
0x5dcde5d3510bf700a7a050516e4ad891e3e22a56,3000.2613743335687,51,2,0,13,17,4073.08,313.313846154,1737712.5033,133670.19256153848,10648.992,626.411294118,3996626.13202,235095.65482470588,16,0.8125,1.0625,254.5675,108607.03145625,665.562,249789.13325125,0,0,2236650.3125,8141252.997304013,2156482.666666667,4510015.417779116,25,
0xa29e4abbcd7e376e3453916ac95acc5f36ffd2dc,1090.572339564,49,5,0,15,18,268.045,17.869666667,125044.03014999999,8336.268676666667,1251.939559,69.552197722,24566.90716874,1364.8281760411112,22,0.6818181818181818,0.8181818181818182,12.183863636,5683.8195522727265,56.906343591,1116.677598579091,0,0,885253.0588235294,1588613.406618901,2771160.0,4247167.604586542,22,
0x6f652411609aca8370faf57b98b5b3a7c171723d,5007.1683619999985,53,2,0,3,7,600,200,474633.99999999994,158211.33333333334,5107.169769,729.595681286,2176131.3138102097,310875.90197288716,18,0.16666666666666666,0.3888888888888889,33.333333333,26368.55555555555,283.731653833,120896.1841005672,0,0,2535295.0,6209380.078727408,5489752.0,4831198.188012783,24,
0x70a4edfe1019c0b91551001b29c03ad075fbd88d,2941.7069914641675,50,2,0,19,20,1423.657145087,74.929323426,804659.0923408909,42350.47854425742,4456.44957106,222.822478553,384045.7839040339,19202.289195201694,26,0.7307692307692307,0.7692307692307693,54.756044042,30948.426628495803,171.401906579,14770.991688616688,0,0,3294229.2105263155,7992086.938411321,2171980.6666666665,5570937.966257789,25,
0x0c7e4b3878e54f0070c606a2fdb7c01c74781e26,5974.530674000001,46,2,0,8,4,6897.965,862.245625,3663999.9414,457999.992675,12872.5,3218.125,2445388.825,611347.2062499999,17,0.47058823529411764,0.23529411764705882,405.762647059,215529.40831764706,757.205882353,143846.40147058826,0,0,1685.6666666666667,1375.8685741499198,2961165.8571428573,3164056.855007056,20,
0x2f81fb2c0868b91f9253cf4ead2de17699c4e5ce,434.07891366918886,46,9,0,53,30,435.87630891,8.2240813,68276.56909705709,1288.2371527746627,975.660006484,32.522000216,24546.26838522749,818.2089461742498,28,1.8928571428571428,1.0714285714285714,15.567011033,2438.4488963234676,34.845000232,876.6524423295532,0,0,2141073.5172413792,3279522.5656355685,1258783.5384615383,1871629.0465892872,23,
0x25ac3170f9e3ee54beaece8da20a2784f25cc49e,4000.1942044814978,46,4,0,6,3,2045.999323586,340.999887264,1075315.6718289165,179219.27863815273,9046.630511209,3015.543503736,109283.29657540085,36427.76552513361,29,0.20689655172413793,0.10344827586206896,70.551700813,37079.85075272126,311.952776249,3768.3895370827877,0,0,1151.0,415.77878733768995,10365339.6,23177119.847141597,24,
0x486c93808bc479d6c33a9fbb4d900ca71210f7d6,4500.912511338,53,2,0,6,6,1006.04817594,167.67469599,516360.808256167,86060.13470936115,6002.898835278,1000.483139213,58870.024652851374,9811.67077547523,23,0.2608695652173913,0.2608695652173913,43.741225041,22450.469924181172,260.995601534,2559.5662892544074,0,0,264267.0,375716.45476276387,10053450.6,14004129.267851796,26,
0x80ebf72a53feda4c5fb7c537eb11981624d9255a,499.62913276635396,50,2,0,7,4,14041.005,2005.857857143,13000686.122049998,1857240.8745785712,29257.81,7314.4525,29445352.562100004,7361338.140525,11,0.6363636363636364,0.36363636363636365,1276.455,1181880.5565499999,2659.800909091,2676850.2329181824,0,0,2141.0,2436.997332784753,965807.3333333333,1921298.9543825467,21,
0x00c0798c0df1e87069417e76b8ca4fa089d051f1,235.52657574533922,79,21,0,271,145,2302.865100512,8.497657197,1383762.7401305374,5106.135572437406,2693.285594665,18.574383411,1871941.8878584346,12909.944054196096,19,14.263157894736842,7.631578947368421,121.203426343,72829.61790160723,141.751873403,98523.25725570708,0,0,314892.2083333334,541411.2300043246,165033.1148148148,317872.7517386615,75,
0x419e611842ca80d3f31c81175ec36d5ea5bff0eb,864.8949460804432,58,2,0,4,21,4539.56,1134.89,1921583.2955999998,480395.82389999996,10000.08703953,476.19462093,2994034.6993099474,142573.08091952134,20,0.2,1.05,226.978,96079.16477999999,500.004351977,149701.73496549737,0,0,2102255.3,3855726.342249409,5002023.666666666,6812544.4806017475,26,
0x0da2010cd3b07e1be30df816ad7910140fbfb936,7762.980029645,54,2,0,12,9,2807,233.916666667,3060773.75,255064.4791666667,10569.005,1174.333888889,126455.25905000002,14050.58433888889,31,0.3870967741935484,0.2903225806451613,90.548387097,98734.6370967742,340.935645161,4079.2019048387106,0,0,985873.5,1098010.602720731,3903530.8181818184,8415693.837713415,27,
0xf57b3d1463f3e0ccf7592532c00ba96a541f01ad,376.0486036104354,50,6,0,17,247,271.402807108,15.964871006,139933.0533217608,8231.356077750635,877.564819149,3.552894005,302963.6900553776,1226.5736439488956,34,0.5,7.264705882352941,7.982435503,4115.678038875318,25.810729975,8910.696766334635,0,0,345405.3983739837,480055.3753495484,2909210.25,7123951.653585814,35,
0x3ee7e218b388241372bc6d3941f3be7405946e66,1967.5716769781534,46,2,0,14,15,5256.2,375.442857143,1912110.122,136579.29442857142,9375.197805772,625.013187051,481052.31525269966,32070.15435017998,28,0.5,0.5357142857142857,187.721428571,68289.64721428571,334.828493063,17180.43983045356,0,0,2822138.071428571,10445977.833499068,3268744.8461538455,7246213.989042954,24,
0xfb9f7f41319157ac5c5dccae308a63a4337ad5d9,163.6249461808651,49,2,0,35846,39027,287177.244500388,8.011416741,124038962.33772208,3460.329251177892,287620.486345616,7.369782108,123855176.78634472,3173.5766722101484,18,1991.4444444444443,2168.1666666666665,15954.291361133,6891053.463206782,15978.91590809,6880843.154796929,0,0,1123.5427407369448,2303.416886988717,1223.1531315385696,2843.1130473541125,33,Exchange
0xe6bd8476b79e3660a5ecf04b570137c2ade62d24,452.5958071151078,62,10,0,10,12,226.601,22.6601,56842.853019999995,5684.285302000002,511.7786056,42.648217133,94702.01505024,7891.83458752,19,0.5263157894736842,0.631578947368421,11.926368421,2991.729106315789,26.935716084,4984.316581591579,0,0,1092479.8181818184,1549441.7316529085,4478049.888888888,10062351.10188632,48,
0x0e039ce09de8af21e1d5c8ae7dc7823990e1c762,342.19757349477777,53,14,0,20,7,114.18,5.709,61184.402799999996,3059.220140000001,469.9945,67.142071429,8084.654939999999,1154.9507057142857,24,0.8333333333333334,0.2916666666666667,4.7575,2549.3501166666665,19.583104167,336.8606225,0,0,3684368.0,8852560.105670359,3096428.2105263155,5384138.463517379,39,
0xf8720e8f2b8ce731e02ad351d0f13b15aecc151a,5005.406849014172,48,2,0,54,196,15813.667805937,292.84570011,3977022.5682252743,73648.56607824584,21663.34820028,110.527286736,4148957.699217502,21168.151526619913,28,1.9285714285714286,7.0,564.773850212,142036.5202937598,773.691007153,148177.06068633936,0,0,312395.0769230769,835261.3890178573,1124970.2830188677,1702383.80830034,23,
0xb29156152be6db8a0a7a8208b8b66e2bf520e712,279.37572107500216,49,14,0,17,18,635.090209198,37.3582476,156391.72495359444,9199.51323256438,924.73105437,51.373947465,267063.9944576322,14836.888580979568,20,0.85,0.9,31.75451046,7819.586247679722,46.236552719,13353.199722881609,0,0,1882517.1176470588,3313730.483052256,1291843.375,3065616.9281383017,41,
0xc6d3f3f44a3d6502283d1223fe98be8bd8f216db,146.28956073888725,51,8,0,18,25,606.365158794,33.686953266,340914.5483650376,18939.697131390967,665.239100796,26.609564032,390301.7651598357,15612.070606393427,12,1.5,2.0833333333333335,50.5304299,28409.545697086465,55.436591733,32525.147096652974,0,0,1198451.375,1904733.199784588,1651541.7647058824,2007778.2677362724,32,
0xf52a65e7aaa5bf3e7c623c04ef77c2e0660fc468,305.2420312859198,53,13,0,13,21,335.21,25.785384615,101030.92750000002,7771.609807692308,470.44628683,22.402204135,152044.16500149952,7240.198333404737,11,1.1818181818181819,1.9090909090909092,30.473636364,9184.629772727274,42.767844257,13822.196818318138,0,0,1119360.5000000002,1388849.6359009345,2040513.0833333333,2484295.040595528,12,
0x5bb5279132c3b38cc6eac88325028c88b0e9bbe1,515.8970082881777,48,8,0,5,8,617.1,123.42,622002.36,124400.47200000001,788.29675633,98.537094541,79375.82076363509,9921.97759545439,21,0.23809523809523808,0.38095238095238093,29.385714286,29619.16,37.537940778,3779.800988744528,0,0,6679853.714285714,6898850.21356945,4716029.75,6278815.093889577,31,
0xa1fc5c0880ae7217e21584d7422eba0a6b64ee48,1215.5111023213722,60,4,0,7,25,3692,527.428571429,1614234.58,230604.93999999994,6260.275276858,250.411011074,1701014.217408973,68040.56869635891,21,0.3333333333333333,1.1904761904761905,175.80952381,76868.31333333334,298.108346517,81000.67701947491,0,0,2047637.5833333333,3287609.0361080756,5332008.166666667,6937220.802858315,30,
0x548a2bd10e417f228542b90d094d0f84cfb7c57b,4473.80743125555,54,2,0,7,6,1690,241.428571429,1304485.6,186355.08571428567,7699.98920685,1283.331534475,2975117.5023788107,495852.9170631352,18,0.3888888888888889,0.3333333333333333,93.888888889,72471.42222222223,427.777178158,165284.3056877117,0,0,3719160.2,8070619.564574872,1692894.0,2500819.6070859646,24,
0x2d1b2a8ae69914de62756f98745a18b3f6c47902,100.26727608899999,53,6,0,13,11,134.2,10.323076923,70785.27,5445.0207692307695,217.62464821,19.784058928,102308.928770136,9300.811706376,13,1.0,0.8461538461538461,10.323076923,5445.0207692307695,16.740357555,7869.917597702769,0,0,2643512.9999999995,6676945.765196205,1587148.3333333333,1639821.3963219693,32,
